cep_origem;latitude_origem;longitude_origem;cep_destino;latitude_destino;longitude_destino
02881-000;-23.466275;-46.6755374;04119-000;-23.5929439;-46.6351992
08372-000;-23.600496600000003;-46.4360244;05356-000;-23.5629019;-46.75335070000001
08120-000;-23.5002972;-46.3936691;05679-000;-23.6010424;-46.7030831
01221-000;-23.545008600000006;-46.6435669;04139-000;-23.6049427;-46.6349367
04046-000;-23.6094836;-46.6380689;04543-000;-23.5901692;-46.68049370000001
03168-000;-23.5497004;-46.5960461;02402-000;-23.4981575;-46.62575589999999
02552-000;-23.5003567;-46.6626316;05041-000;-23.523901100000003;-46.69513629999999
08090-000;-23.4822801;-46.4313554;05017-000;-23.5419693;-46.6833889
05640-000;-23.611903100000006;-46.7412003;04044-000;-23.6014623;-46.6403652
03572-000;-23.5728721;-46.4983075;04515-000;-23.6016424;-46.6639981
05589-000;-23.5760454;-46.7388086;05592-000;-23.5781239;-46.7365472
03544-000;-23.5335928;-46.5147942;03281-000;-23.5819618;-46.5522873
02474-000;-23.477487300000004;-46.6544047;03477-000;-23.5669184;-46.51268
04054-000;-23.616044;-46.6429234;05542-000;-23.5867992;-46.7503093
03807-000;-23.4990442;-46.4719258;02435-000;-23.4807722;-46.6384544
05726-000;-23.6195342;-46.73485609999999;04686-000;-23.674029;-46.68620070000001
05055-000;-23.5336702;-46.7027253;04142-000;-23.610857;-46.63762360000001
03386-000;-23.5808192;-46.5276954;05036-000;-23.5163686;-46.6905783
03660-000;-23.522018;-46.5093531;05402-000;-23.5618603;-46.67453880000001
04815-000;-23.7053263;-46.7023986;04521-000;-23.5999;-46.6651023
03518-000;-23.5450102;-46.5250194;03357-000;-23.566198;-46.5556242
08240-000;-23.526461;-46.4455459;04653-000;-23.6659849;-46.67579129999999
04458-000;-23.68849;-46.6718463;04655-000;-23.6615817;-46.67113759999999
03874-000;-23.5118682;-46.49559470000001;04038-000;-23.5970458;-46.64246379999999
03655-000;-23.5252385;-46.51472070000001;04132-000;-23.6121926;-46.618052
03627-000;-23.511553;-46.505886;03390-000;-23.5918816;-46.52528820000001
02017-000;-23.5000629;-46.6302681;03590-000;-23.5491054;-46.4843826
03149-000;-23.5704815;-46.5876009;04313-000;-23.6395034;-46.6404461
05511-000;-23.5756452;-46.7089648;03275-000;-23.5901306;-46.5522611
01543-000;-23.5752538;-46.6230673;03668-000;-23.530974800000006;-46.4920625
08031-000;-23.5155804;-46.4193618;03286-000;-23.5923027;-46.5343784
08050-000;-23.5041393;-46.4467791;02055-000;-23.5143654;-46.60759609999999
08220-000;-23.5367422;-46.46762400000001;05368-000;-23.5778744;-46.7514763
05763-000;-23.6431842;-46.7619836;02020-000;-23.4957589;-46.6323516
04883-000;-23.8098035;-46.7357609;04064-000;-23.613954100000004;-46.6514297
04846-000;-23.7570314;-46.67657;02310-000;-23.475786300000006;-46.603137200000006
08223-000;-23.5262763;-46.46604470000001;03639-000;-23.5270345;-46.5404723
02342-000;-23.4739185;-46.6110809;03129-000;-23.581913;-46.59102439999999
04883-000;-23.8098035;-46.7357609;05684-000;-23.608157;-46.70706269999999
02514-000;-23.5115533;-46.6562908;03425-000;-23.5510699;-46.53856649999999
03112-000;-23.5497004;-46.5960461;02932-000;-23.492988600000004;-46.7109615
02881-000;-23.466275;-46.6755374;03382-000;-23.58117;-46.5341815
03372-000;-23.5671826;-46.556344;02935-000;-23.4886612;-46.7158214
04846-000;-23.7570314;-46.67657;05131-000;-23.501592;-46.7428037
01042-000;-23.5451084;-46.6397179;04661-000;-23.657746600000007;-46.6789846
01529-000;-23.5675926;-46.6337305;04523-000;-23.6042647;-46.6648005
03425-000;-23.5510699;-46.53856649999999;04613-000;-23.6138764;-46.66932689999999
04753-000;-23.651162;-46.7090565;04904-000;-23.6702544;-46.7355044
04128-000;-23.6028727;-46.63165120000001;03685-000;-23.5247247;-46.4778499
04784-000;-23.691764000000006;-46.71521729999999;08021-000;-23.4977936;-46.4411451
02225-000;-23.4923468;-46.581895;02110-000;-23.516588;-46.5952278
04624-000;-23.6291517;-46.6687971;03515-000;-23.5381596;-46.5279816
02450-000;-23.4960289;-46.6366467;04105-000;-23.5783694;-46.6388074
03311-000;-23.5477317;-46.5635172;04444-000;-23.6879696;-46.69015039999999
02281-000;-23.4524514;-46.5711919;04548-000;-23.602414000000003;-46.6761701
04401-000;-23.6624547;-46.6643689;04037-000;-23.5960475;-46.6398099
03287-000;-23.594805;-46.53486210000001;02081-000;-23.495934;-46.6080192
05172-000;-23.4813359;-46.7442943;01222-000;-23.5430134;-46.64113099999999
03449-000;-23.5562899;-46.525423;02465-000;-23.4963047;-46.6432273
03250-000;-23.6037667;-46.5310591;02218-000;-23.486616100000006;-46.5846633
03162-000;-23.5497004;-46.5960461;05302-000;-23.5298714;-46.7277481
03257-000;-23.611393600000003;-46.52896610000001;02114-000;-23.5218419;-46.5909902
08295-000;-23.5472912;-46.45012020000001;01427-000;-23.571193;-46.66354550000001
04368-000;-23.6571052;-46.6651023;04368-000;-23.6571052;-46.6651023
03089-000;-23.5371166;-46.558232200000006;05433-000;-23.5538359;-46.6904554
03819-000;-23.5021302;-46.500411;05727-000;-23.6195342;-46.73485609999999
02618-000;-23.4672864;-46.65075760000001;04548-000;-23.602414000000003;-46.6761701
08220-000;-23.5367422;-46.46762400000001;03414-000;-23.5606737;-46.55125899999999
04945-000;-23.710606100000003;-46.77972370000001;03553-000;-23.5339879;-46.5054221
04904-000;-23.6702544;-46.7355044;05767-000;-23.6283266;-46.7606804
03607-000;-23.5206304;-46.5440289;05516-000;-23.5811525;-46.7180773
02279-000;-23.461032;-46.575892;04812-000;-23.7185026;-46.6917771
04180-000;-23.6373767;-46.5949831;01527-000;-23.5631238;-46.6265155
05707-000;-23.635485;-46.72488380000001;04152-000;-23.6223343;-46.6265867
04854-000;-23.7676385;-46.694887;02403-000;-23.4945331;-46.6274206
01324-000;-23.5552557;-46.6430161;04104-000;-23.5765902;-46.6406904
04691-000;-23.6668358;-46.6931531;01514-000;-23.5560809;-46.62922280000001
03535-000;-23.5406685;-46.51314650000001;02017-000;-23.5000629;-46.6302681
03273-000;-23.5818823;-46.5522869;03523-000;-23.5496209;-46.5152508
04917-000;-23.6891723;-46.74905829999999;04297-000;-23.6317848;-46.6046343
03210-000;-23.5964344;-46.5556688;04140-000;-23.6074927;-46.6336828
05546-000;-23.5875953;-46.7689067;04055-000;-23.6171964;-46.6410527
03257-000;-23.611393600000003;-46.52896610000001;05145-000;-23.5038602;-46.7186146
04763-000;-23.6686773;-46.7169915;05541-000;-23.5884137;-46.74307659999999
04747-000;-23.6585775;-46.7031625;02451-000;-23.4990941;-46.6419289
02466-000;-23.498122;-46.641103;04658-000;-23.6690873;-46.6687234
02464-000;-23.4960923;-46.6433531;08041-000;-23.5181818;-46.4436578
01229-000;-23.5398857;-46.6597367;04566-000;-23.6120558;-46.6907573
03121-000;-23.5621022;-46.5978592;08080-000;-23.4917577;-46.42898539999999
04301-000;-23.6219797;-46.63050629999999;01418-000;-23.5655598;-46.6545423
03820-000;-23.4890401;-46.5030656;05145-000;-23.5038602;-46.7186146
03267-000;-23.6012552;-46.527524;03313-000;-23.5492299;-46.5583982
03112-000;-23.5497004;-46.5960461;04110-000;-23.5836331;-46.6341044
04270-000;-23.5909812;-46.6132789;03138-000;-23.5878256;-46.5802055
04088-000;-23.6030942;-46.6586742;05303-000;-23.5286727;-46.7297698
03057-000;-23.5422671;-46.59808870000001;04028-000;-23.6115177;-46.6695031
02033-000;-23.5011783;-46.61439499999999;02478-000;-23.4777837;-46.6589523
04363-000;-23.6482796;-46.669374;04089-000;-23.6053716;-46.6592823
03181-000;-23.561388600000004;-46.5876735;04531-000;-23.5810457;-46.6756578
05075-000;-23.5213483;-46.7075223;05435-000;-23.5513593;-46.6907156
04195-000;-23.6569719;-46.61322879999999;04557-000;-23.6081947;-46.6775394
03623-000;-23.518981;-46.5170641;03647-000;-23.526272100000003;-46.52832120000001
08030-000;-23.5055773;-46.42248710000001;05311-000;-23.5315983;-46.7418047
05577-000;-23.5776147;-46.7243724;05338-000;-23.5555667;-46.7490585
02375-000;-23.4523173;-46.6254553;03644-000;-23.5264674;-46.5331396
04815-000;-23.7053263;-46.7023986;04514-000;-23.6005164;-46.6723266
04849-000;-23.7420355;-46.6726679;04581-000;-23.618665;-46.6878541
04128-000;-23.6028727;-46.63165120000001;01422-000;-23.566036;-46.6586142
01552-000;-23.5706894;-46.6109932;05709-000;-23.6110419;-46.7445093
04814-000;-23.720435;-46.6741555;05615-000;-23.5889181;-46.7176244
03813-000;-23.4890349;-46.4739139;04717-000;-23.63546;-46.6984727
04660-000;-23.6612873;-46.6794586;02277-000;-23.4645224;-46.5809647
05379-000;-23.5667101;-46.75392249999999;05890-000;-23.6669246;-46.7890232
08340-000;-23.5986079;-46.4644024;04547-000;-23.6015892;-46.67552979999999
02881-000;-23.466275;-46.6755374;03585-000;-23.5662737;-46.4909974
05269-000;-23.4304668;-46.78776149999999;04795-000;-23.6545662;-46.72488380000001
02136-000;-23.498731600000006;-46.5826396;03238-000;-23.5939003;-46.5498239
08062-000;-23.5085486;-46.4734814;03077-000;-23.5318311;-46.58030520000001
02319-000;-23.4507448;-46.5957047;05450-000;-23.5472185;-46.7076958
02280-000;-23.4569392;-46.5746468;04606-000;-23.6223312;-46.676758
02652-000;-23.4589495;-46.6536047;05690-000;-23.6148089;-46.7029824
03131-000;-23.5666143;-46.5877553;04430-000;-23.687019600000006;-46.6489635
03668-000;-23.530974800000006;-46.4920625;03210-000;-23.5964344;-46.5556688
04401-000;-23.6624547;-46.6643689;04346-000;-23.642082100000003;-46.6557623
01311-000;-23.5699548;-46.6462049;05441-000;-23.5443891;-46.6953164
01021-000;-23.5449428;-46.6323695;02512-000;-23.5130391;-46.6597146
03402-000;-23.542047600000004;-46.5489521;05778-000;-23.6418031;-46.74865629999999
01426-000;-23.5647685;-46.66693490000001;01449-000;-23.5763061;-46.67958820000001
03424-000;-23.5506361;-46.54085900000001;04835-000;-23.7361067;-46.7055527
02050-000;-23.5158904;-46.611927;01415-000;-23.5534628;-46.65831379999999
08280-000;-23.5571559;-46.4665158;08130-000;-23.5063803;-46.3663941
03425-000;-23.5510699;-46.53856649999999;03977-000;-23.6172351;-46.498083
03202-000;-23.6002234;-46.5698414;02514-000;-23.5115533;-46.6562908
01527-000;-23.5631238;-46.6265155;05729-000;-23.6424848;-46.74137279999999
04310-000;-23.6320534;-46.6409684;04566-000;-23.6120558;-46.6907573
03623-000;-23.518981;-46.5170641;01306-000;-23.5511552;-46.6482073
02041-000;-23.4921174;-46.61804179999999;01229-000;-23.5398857;-46.6597367
02611-000;-23.4714594;-46.6665266;01231-000;-23.5393767;-46.6572466
02612-000;-23.4709174;-46.6644368;05162-000;-23.4796698;-46.7562396
03215-000;-23.6082789;-46.5576499;03349-000;-23.5665625;-46.5617682
03275-000;-23.5901306;-46.5522611;01425-000;-23.5725949;-46.6585203
09860-000;-23.7074723;-46.5752628;04010-000;-23.5813622;-46.6391853
04014-000;-23.5832724;-46.6412965;02433-000;-23.4981763;-46.6261221
04846-000;-23.7570314;-46.67657;04523-000;-23.6042647;-46.6648005
04558-000;-23.6073994;-46.6801617;03088-000;-23.5277432;-46.5611867
03674-000;-23.5173699;-46.4978773;02378-000;-23.4570338;-46.6294129
05075-000;-23.5213483;-46.7075223;01526-000;-23.5641757;-46.631494
03340-000;-23.564318300000004;-46.5590004;04714-000;-23.6320077;-46.6993058
03907-000;-23.5866153;-46.5077454;05641-000;-23.6181947;-46.73696959999999
03633-000;-23.529278;-46.5471732;05537-000;-23.5871543;-46.7351565
03195-000;-23.5665706;-46.5879757;04213-000;-23.593096;-46.604947
05729-000;-23.6424848;-46.74137279999999;05442-000;-23.5431214;-46.69833879999999
03215-000;-23.6082789;-46.5576499;04349-000;-23.6482205;-46.642734
03624-000;-23.5133551;-46.5087983;04874-000;-23.8211839;-46.6657058
05541-000;-23.5884137;-46.74307659999999;01542-000;-23.5706177;-46.6220144
08380-000;-23.597497;-46.4353821;08370-000;-23.5882108;-46.4344996
03425-000;-23.5510699;-46.53856649999999;04363-000;-23.6482796;-46.669374
05854-000;-23.661872;-46.7639005;04911-000;-23.6779151;-46.743051
08140-000;-23.5098688;-46.3972704;02517-000;-23.5085924;-46.661469200000006
03125-000;-23.5704815;-46.5876009;03317-000;-23.5426194;-46.56176259999999
03874-000;-23.5118682;-46.49559470000001;04635-000;-23.6392145;-46.6697131
01309-000;-23.5569581;-46.65896770000001;02051-000;-23.5151958;-46.6102925
04782-000;-23.6869771;-46.7036182;04615-000;-23.6162082;-46.6757921
05407-000;-23.5561471;-46.67921940000001;01416-000;-23.5582407;-46.6657133
02341-000;-23.474091100000006;-46.6136127;04049-000;-23.608088;-46.6393351
03416-000;-23.5619128;-46.54937520000001;04547-000;-23.6015892;-46.67552979999999
03647-000;-23.526272100000003;-46.52832120000001;04035-000;-23.5959854;-46.6368604
04368-000;-23.6571052;-46.6651023;05726-000;-23.6195342;-46.73485609999999
02336-000;-23.4803;-46.617023;01257-000;-23.5432094;-46.6869798
04186-000;-23.6444714;-46.598018;01419-000;-23.5699548;-46.6462049
02552-000;-23.5003567;-46.6626316;01429-000;-23.5762409;-46.6633078
02041-000;-23.4921174;-46.61804179999999;03312-000;-23.5437272;-46.5614093
03263-000;-23.5875131;-46.54695770000001;03479-000;-23.5754021;-46.50887720000001
03195-000;-23.5665706;-46.5879757;03726-000;-23.5005901;-46.5133288
03319-000;-23.5451718;-46.5640365;02435-000;-23.4807722;-46.6384544
04401-000;-23.6624547;-46.6643689;04217-000;-23.5991597;-46.5993648
04805-000;-23.7153858;-46.7025329;03535-000;-23.5406685;-46.51314650000001
03717-000;-23.501994;-46.5327722;04821-000;-23.7261738;-46.6838141
02721-000;-23.4714594;-46.6665266;02377-000;-23.4595464;-46.6312974
01229-000;-23.5398857;-46.6597367;05727-000;-23.6195342;-46.73485609999999
01545-000;-23.578237;-46.6216472;04602-000;-23.6244649;-46.6834867
03210-000;-23.5964344;-46.5556688;04249-000;-23.6178278;-46.5999675
03043-000;-23.5521669;-46.6123188;04269-000;-23.5925545;-46.6125175
05119-000;-23.4974503;-46.73553029999999;05145-000;-23.5038602;-46.7186146
05020-000;-23.5336737;-46.6832955;05015-000;-23.5377345;-46.67189219999999
02541-000;-23.4858469;-46.6564267;03472-000;-23.5721148;-46.5211437
04045-000;-23.6093363;-46.63780260000001;05017-000;-23.5419693;-46.6833889
04537-000;-23.5879183;-46.6789831;01536-000;-23.5733994;-46.624507
03226-000;-23.5900652;-46.56974719999999;05411-000;-23.5560427;-46.67958820000001
02611-000;-23.4714594;-46.6665266;04826-000;-23.7250872;-46.7115929
03565-000;-23.538563;-46.49340300000001;03182-000;-23.5666143;-46.5877553
03561-000;-23.5461111;-46.4956214;04048-000;-23.6071929;-46.6402775
03515-000;-23.5381596;-46.5279816;03020-000;-23.5340222;-46.60265310000001
08060-000;-23.5026551;-46.4531318;03728-000;-23.501378;-46.5073005
04904-000;-23.6702544;-46.7355044;04515-000;-23.6016424;-46.6639981
03112-000;-23.5497004;-46.5960461;04611-000;-23.6275967;-46.67422759999999
04763-000;-23.6686773;-46.7169915;03442-000;-23.5433811;-46.5415394
03139-000;-23.586177;-46.5896669;02303-000;-23.4827459;-46.6109684
03202-000;-23.6002234;-46.5698414;02721-000;-23.4714594;-46.6665266
03612-000;-23.51542;-46.5359314;01405-000;-23.5636072;-46.6536978
03131-000;-23.5666143;-46.5877553;08343-000;-23.6058979;-46.44771670000001
03513-000;-23.5391078;-46.52408459999999;04674-000;-23.665025600000003;-46.686229
01031-000;-23.5425893;-46.6346352;02562-000;-23.4865975;-46.6743433
08485-000;-23.596900100000006;-46.40456349999999;08051-000;-23.5154607;-46.46421309999999
03534-000;-23.5453005;-46.5111423;08070-000;-23.4959432;-46.45973529999999
03179-000;-23.544665;-46.58603129999999;05126-000;-23.5029985;-46.7401006
04127-000;-23.6016252;-46.63206210000001;04037-000;-23.5960475;-46.6398099
03518-000;-23.5450102;-46.5250194;05417-000;-23.564576100000004;-46.6867796
03379-000;-23.5761467;-46.5358623;05162-000;-23.4796698;-46.7562396
03181-000;-23.561388600000004;-46.5876735;03186-000;-23.5566908;-46.5943868
02017-000;-23.5000629;-46.6302681;03638-000;-23.5293142;-46.54001780000001
02375-000;-23.4523173;-46.6254553;02167-000;-23.5118949;-46.57488679999999
02112-000;-23.5194223;-46.5919684;04932-000;-23.677018;-46.7553312
08240-000;-23.526461;-46.4455459;01238-000;-23.5435578;-46.6567873
03651-000;-23.5267072;-46.52388819999999;05711-000;-23.6110419;-46.7445093
03386-000;-23.5808192;-46.5276954;04105-000;-23.5783694;-46.6388074
04184-000;-23.6496417;-46.599973;03401-000;-23.5392609;-46.5576361
04470-000;-23.7144974;-46.65363720000001;02435-000;-23.4807722;-46.6384544
04821-000;-23.7261738;-46.6838141;04283-000;-23.6108009;-46.6047058
03263-000;-23.5875131;-46.54695770000001;04727-000;-23.6415701;-46.71451889999999
05542-000;-23.5867992;-46.7503093;05363-000;-23.572941600000004;-46.74781770000001
08215-000;-23.5392118;-46.4466061;02925-000;-23.5008851;-46.69974939999999
03257-000;-23.611393600000003;-46.52896610000001;04145-000;-23.6164129;-46.63158199999999
05061-000;-23.5406243;-46.7020619;05445-000;-23.5519979;-46.6986396
05616-000;-23.5892988;-46.7184169;01408-000;-23.5661707;-46.6601168
04904-000;-23.6702544;-46.7355044;02408-000;-23.4821162;-46.6276997
04558-000;-23.6073994;-46.6801617;05159-000;-23.4871872;-46.752582200000006
05045-000;-23.5264684;-46.69671560000001;04671-000;-23.653649100000006;-46.68456610000001
03195-000;-23.5665706;-46.5879757;05688-000;-23.6116671;-46.7064067
03425-000;-23.5510699;-46.53856649999999;02040-000;-23.4921174;-46.61804179999999
03691-000;-23.536095;-46.4812409;04717-000;-23.63546;-46.6984727
02941-000;-23.4800649;-46.7216223;03554-000;-23.5385835;-46.5062651
03626-000;-23.5133551;-46.5087983;05351-000;-23.5587451;-46.76027029999999
05408-000;-23.556033600000006;-46.6792575;04551-000;-23.5956722;-46.6855165
05267-000;-23.4411037;-46.7959537;03320-000;-23.5462729;-46.5641488
04110-000;-23.5836331;-46.6341044;04438-000;-23.6759633;-46.6703307
05387-000;-23.5665622;-46.7653826;04532-000;-23.583260600000006;-46.6761363
03905-000;-23.5789139;-46.5144605;01441-000;-23.573564800000003;-46.68200299999999
03317-000;-23.5426194;-46.56176259999999;01509-000;-23.5672363;-46.636143
02167-000;-23.5118949;-46.57488679999999;04544-000;-23.591275600000003;-46.6767104
03188-000;-23.5622355;-46.5773106;05410-000;-23.557603;-46.67698739999999
04046-000;-23.6094836;-46.6380689;08080-000;-23.4917577;-46.42898539999999
03322-000;-23.5492244;-46.56804279999999;04131-000;-23.6076147;-46.6178917
03804-000;-23.5033948;-46.4831018;01532-000;-23.5699585;-46.63577739999999
03330-000;-23.5462706;-46.5845703;04086-000;-23.6067315;-46.65593270000001
04016-000;-23.5857094;-46.63831679999999;01536-000;-23.5733994;-46.624507
03306-000;-23.5453468;-46.57555439999999;05089-000;-23.5213866;-46.7242796
02118-000;-23.5175423;-46.58912479999999;04254-000;-23.6181173;-46.5939409
04145-000;-23.6164129;-46.63158199999999;04248-000;-23.613225600000003;-46.5947844
02652-000;-23.4589495;-46.6536047;02064-000;-23.5161186;-46.6009159
03650-000;-23.5269792;-46.521116;02215-000;-23.4919543;-46.5845717
02422-000;-23.4714684;-46.6371756;01414-000;-23.5551994;-46.65875339999999
03821-000;-23.4890401;-46.5030656;04205-000;-23.5810908;-46.6059157
03263-000;-23.5875131;-46.54695770000001;04726-000;-23.6410851;-46.7116949
02637-000;-23.455346;-46.6486179;04726-000;-23.6410851;-46.7116949
